"Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa","Stahl SNIa"
pgc,1PGC,Nest,SNIa,DM,eDM,Vcmb,Vrc3,J2000,RA,De,Glon,Glat,SGL,SGB,Ty,Ag,SSubsamp
%7s,%7d,%6d,%29s,%5.2f,%4.2f,%5d,%5d,%16s,%10.6f,%10.6f,%8.4f,%8.4f,%8.4f,%8.4f,%4s,%5.3f,%10s
---,,,,mag,mag,km/s,km/s,"hms,dds",deg,deg,deg,deg,deg,deg,,mag,
"The Catalogue of Principal Galaxies (PGC) Number","PGC ID of dominant group member","Nest ID in 2MASS group catalog by Tully(2015)","Supernova identification","Distance modulus","Error in distance modulus","Velocity of supernova in CMB frame","Heliocentric velocity of supernova host from RC3","J2000 right ascension and declination of host","Right ascension (J2000) of SNII in degrees","Declination (J2000) of SNII in degrees","Galactic Longitude of host","Galactic Latitude of host","Supergalactic Longitude of host","Supergalactic Latitude of host","Type code given in RC3","Extinction at B band from RC3","Subsample in Stahl collection"
69453,69453,209504,SN2006bh,33.28,0.20,3145,3250,J224024.2-662845,340.073900,-66.482700,320.9726,-45.7899,225.8652,-2.0262,3.6,0.116,A1
69533,69533,206985,SN2004ef,35.46,0.16,8925,9289,J224210.5+195949,340.542600,19.991700,85.9248,-33.4262,310.0254,36.0194,3.1,0.238,A1
69630,69630,208709,SN2011im,34.69,0.33,4500,4846,J224424.4-000943,341.105100,-0.167200,69.1305,-49.2904,286.4276,31.2399,0.2,0.280,snapshot
69682,69682,201326,2016cvw,36.07,0.15,11461,11655,J224612.4+103326,341.551700,10.557100,79.8402,-41.6041,298.8273,33.6370,-5,0.343,Foundation
70117,70090,200361,sn1993l,31.93,0.47,1445,1924,J225754.9-355129,344.501400,-35.873300,5.9433,-64.3849,252.9363,12.8809,5.8,0.059,A1
70290,70290,210574,2007hj,33.91,0.16,3861,4236,J230148.3+153457,345.449600,15.586500,87.7500,-39.6844,305.4907,30.8223,-1.9,0.383,CSP
70316,70316,210588,SN2017ekr,35.10,0.28,5636,5968,J230233.1+323540,345.634100,32.587000,97.7870,-24.9066,325.4014,31.8745,5.3,0.409,snapshot
70348,70348,201341,2008ec,34.01,0.18,4473,4915,J230315.6+085226,345.819000,8.871900,83.0984,-45.4667,297.9703,29.1699,1.1,0.298,LOSS1
70429,135879,201337,2000dn,35.73,0.16,9294,9613,J230507.6-031216,346.274400,-3.200300,71.5946,-55.1034,285.0563,25.3574,-0.6,0.205,LOSS1
70600,70600,206415,sn2006en,35.71,0.18,9228,9583,J231004.7+301328,347.467400,30.248400,98.2340,-27.7411,322.6382,30.2638,5,0.278,A1
70628,70628,200173,sn2001ic,36.21,0.23,12852,13214,J231042.3+073404,347.671800,7.551700,84.2189,-47.5891,297.0164,27.0744,-5,0.292,A1
70795,70795,202905,sn1998dh,32.75,0.21,2305,2680,J231443.9+043202,348.628400,4.562600,82.8437,-50.6545,294.0232,25.3436,4.7,0.292,A1
70827,101255,201998,sn1992bl,36.23,0.20,12852,12982,J231512.0-444412,348.786600,-44.767200,344.1451,-63.9252,246.7769,5.6199,0,0.052,A1
70832,70830,200657,SN2009nq,34.15,0.27,4374,4697,J231517.3+190230,348.820700,19.022900,93.5560,-38.2842,309.9750,28.1596,5.9,0.633,standard
71504,71504,200770,SN2011hb,35.39,0.32,8301,8731,J232756.7+084644,351.981300,8.779400,90.6268,-48.7850,299.4249,23.2121,3.8,0.257,snapshot
71534,71534,209910,sn2002dp,33.35,0.19,3145,3498,J232827.9+222517,352.111400,22.468800,98.8818,-36.5454,314.1898,25.5566,4.9,0.212,A1
72001,72001,211453,2007le,32.20,0.28,1655,2015,J233848.5-063105,354.701700,-5.477400,79.7098,-63.1213,284.5981,16.3478,4.9,0.145,CSP
72139,72139,200684,2006dm,34.84,0.17,6368,6650,J234147.3-034002,355.449300,-3.669000,84.5679,-61.2385,287.6638,16.5256,5.1,0.167,LOSS1
72147,72147,202561,PS15bsq,35.79,0.13,10058,10277,J234152.6-083854,355.467400,-8.637900,78.0181,-65.2601,282.7563,14.9440,2.7,0.148,Foundation
72387,72387,200533,SN2013Q,34.14,0.37,4830,5154,J234704.8+292900,356.782800,29.486500,106.5267,-31.3299,322.3886,22.2120,3.8,0.428,snapshot
72411,72233,200276,2000cw,35.51,0.17,8694,9028,J234724.5+282336,356.854600,28.387700,106.2359,-32.3939,321.2276,22.0216,4.2,0.312,LOSS1
72641,72641,206639,SN2002ef,35.13,0.39,6844,7189,J235128.9-132254,357.873100,-13.379600,74.4227,-70.3725,278.9586,11.1658,-2,0.139,snapshot
72657,72441,200031,sn1993ah,35.40,0.24,8538,8820,J235150.4-275755,357.992200,-27.957500,25.8661,-76.7712,265.1616,5.9959,-1.5,0.090,A1
72709,72709,207358,"PSN J23523718+1433092",35.40,0.15,7798,7939,J235236.4+143305,358.154900,14.552600,102.2365,-45.9429,306.8669,18.5804,-2.9,0.178,Foundation
72775,72788,200465,sn2001da,34.34,0.18,4794,5225,J235332.2+080705,358.399400,8.086400,99.1955,-52.0650,300.3395,16.9077,2,0.253,A1
72841,0,0,LSQ12gdj,35.04,0.24,8784,9089,J235445.2-254023,358.680500,-25.676100,36.2747,-77.2307,267.5478,6.2126,4.6,0.101,standard
72995,72995,210886,2007fb,34.48,0.22,5043,5403,J235651.5+053030,359.218200,5.508800,98.8957,-54.7961,297.9217,15.4586,4,0.240,LOSS2
73098,0,0,SN2005iq,35.79,0.16,9872,10206,J235831.9-184250,359.634900,-18.708600,64.8287,-75.2116,274.4330,7.7920,2,0.095,A1
73123,73176,202255,2003he,34.99,0.15,7177,7644,J235857.2-021459,359.737700,-2.248100,93.9070,-62.1267,290.3677,12.8462,4,0.170,LOSS1
73164,73164,204013,SN2016gkt,36.15,0.24,14897,15211,J235926.6-242531,359.859100,-24.424100,43.0429,-77.9932,269.0963,5.6529,1,0.100,snapshot
74050,6962,200003,sn2006td,34.25,0.22,4635,4761,J015815.8+362054,29.583000,36.346000,137.6847,-24.6017,335.5587,-2.9114,4.8,0.383,A1
75275,75312,200017,PS15cwx,35.41,0.18,9282,9102,J051447.9+070253,78.699200,7.050400,194.9204,-17.7915,337.1538,-56.3315,-2.5,0.748,Foundation
83454,33927,100020,sn2006ak,36.05,0.20,11713,11360,J110933.1+283740,167.413500,28.648400,203.1515,67.4771,80.6714,-14.2133,-2.1,0.142,A1
83464,33927,100020,SN2019bsa,35.89,0.28,10310,10154,J111052.0+284209,167.715700,28.703100,202.9833,67.7679,80.7379,-13.9226,-2.5,0.125,snapshot
88985,88985,110103,SN2020ery,35.38,0.29,8343,7800,J142058.4-224524,215.242300,-22.757500,328.5282,35.6258,144.8443,12.7363,,0.519,snapshot
90108,27481,202498,2008bc,34.12,0.15,4710,4523,J093834.1-635823,144.630100,-62.026200,283.6073,-8.5997,186.1197,-34.2377,3,1.136,CSP
92948,43086,101442,SN2004gu,36.38,0.18,14060,13667,J124624.8+115658,191.603600,11.943800,298.2474,74.7755,104.3689,1.1870,3.1,0.115,A1
94012,44715,100001,sn2006cg,34.89,0.20,7276,8366,J130502.5+284420,196.251500,28.733900,61.9136,86.5909,89.1322,9.6190,-2,0.051,A1
97185,19771,102524,2016asf,34.50,0.16,5672,5428,J065036.8+310701,102.652900,31.112600,184.6129,13.4683,25.1586,-43.1623,3.8,0.576,Foundation
112752,154891,103812,2017cjv,37.05,0.14,18299,17831,J101045.6-034644,152.690200,-3.777800,245.1961,40.4320,107.8321,-40.4539,,0.131,Foundation
126792,44715,100001,SN2010ai,34.91,0.30,5777,5478,J125925.1+275948,194.850000,27.996500,59.5440,88.0298,89.5803,8.2457,-5,0.040,snapshot
131407,16545,200896,SN1997fb,37.27,0.27,16084,16118,J050114.7-383813,75.310800,-38.636900,242.3779,-37.3171,248.3179,-56.1225,5,0.101,snapshot
133941,0,0,2016htm,36.32,0.13,12855,12973,J023201.3-263957,38.010900,-26.665900,217.5317,-67.6069,274.2418,-28.3500,5,0.074,Foundation
142924,71054,200075,SN2010ho,36.39,0.21,11908,12277,J231909.8+091145,349.790500,9.196000,88.1237,-47.3431,299.3246,25.4185,5,0.193,standard
144213,0,0,ASASSN-15pm,36.53,0.13,14540,14626,J013836.8-044058,24.650300,-4.680000,151.6233,-64.8932,294.8369,-11.7425,5,0.139,Foundation
145795,13814,200084,SN2009kk,33.71,0.28,3729,3855,J034943.3-031535,57.434500,-3.264400,191.5945,-41.2171,306.8049,-42.7741,,0.595,standard
152788,23894,100411,2017cgr,35.56,0.15,9315,9171,J083257.3-035130,128.238700,-3.858200,228.7201,20.4818,92.8025,-63.1654,2,0.158,Foundation
152925,1113709,104265,SN2020etg,36.65,0.28,15571,15283,J083709.2-015918,129.288800,-1.985900,227.5675,22.3377,90.3809,-61.3417,-5,0.130,snapshot
154234,945506,101380,2017yk,36.59,0.14,14057,13922,J094432.2-121823,146.134000,-12.306500,247.7691,29.9256,117.3007,-48.8047,,0.149,Foundation
157340,157340,108447,2016zd,35.67,0.13,9914,9575,J120524.9-212357,181.357500,-21.400300,288.8572,40.2114,134.5437,-16.9332,,0.240,Foundation
170061,0,0,ASASSN-15bc,36.03,0.13,11377,11016,J040614.7-085311,61.561000,-8.885600,200.7788,-40.5990,300.7151,-48.2863,5,0.189,Foundation
175267,0,0,ASASSN-15uw,35.51,0.13,9198,9236,J023534.4-060350,38.892900,-6.063000,177.2499,-57.4988,297.2577,-25.8021,,0.117,Foundation
200315,50891,100565,ASASSN-15mf,35.20,0.14,8028,7801,J141423.0+025831,213.595000,2.975300,345.8947,58.7466,118.9986,19.8987,-5,0.160,Foundation
212843,6796,200065,2002eu,36.02,0.17,11092,11280,J014942.7+323730,27.431700,32.628600,136.9030,-28.6608,331.4455,-2.6187,,0.197,LOSS1
213672,29387,100307,2007ux,35.73,0.13,9123,9203,J100919.7+145927,152.333300,14.992400,222.3917,50.4798,86.2231,-33.0369,0.1,0.194,CSP
214352,53552,105065,SN2005be,35.84,0.16,10667,10060,J145933.1+164007,224.883500,16.669300,20.1719,58.6062,106.6247,33.6743,-1,0.147,A1
214560,0,0,2008eq,36.97,0.23,17028,17030,J170006.9+230754,255.030000,23.132400,43.6452,34.1408,96.5692,61.9666,2.9,0.315,LOSS2
214810,0,0,sn2007cq,34.87,0.17,7399,7791,J221440.7+050444,333.662300,5.062600,67.3222,-40.2945,289.8310,39.8964,,0.470,A1
340526,0,0,sn1990af,36.37,0.21,15038,15162,J213459.3-624414,323.688200,-62.765200,330.8190,-42.2360,223.6556,5.5754,,0.153,A1
343503,343503,207319,sn1992bg,35.90,0.19,10694,10567,J074157.0-623114,115.568100,-62.490500,274.6131,-18.3462,199.1425,-42.4631,1,0.790,A1
376039,0,0,sn1992bh,36.66,0.18,13512,13491,J045926.7-584946,74.929800,-58.794200,267.8504,-37.3298,226.0849,-41.9050,,0.096,A1
471591,0,0,sn1992au,37.09,0.24,18200,18287,J001038.2-495651,2.625600,-50.023400,319.1231,-65.8784,245.7904,-5.0510,,0.073,A1
570782,0,0,SN2016aix,35.47,0.31,7998,0,J014416.9-415337,26.070200,-41.893600,270.1190,-71.7034,256.9355,-19.4904,,0.068,snapshot
648636,0,0,sn1993ag,36.87,0.18,14981,14728,J100335.4-352741,150.841000,-35.465200,268.4351,15.9316,150.8280,-43.6604,,0.479,A1
679349,47202,100010,sn1993o,36.84,0.17,15547,15142,J133109.1-331258,202.774600,-33.241600,312.4176,28.9233,150.7164,-1.2527,,0.229,A1
762493,0,0,2016hpx,35.62,0.14,9731,0,J060316.4-265354,90.819400,-26.898600,232.9526,-21.8309,251.3725,-73.5775,,0.123,Foundation
765572,29423,103024,sn1992j,36.20,0.29,13697,13491,J100901.2-263837,152.267000,-26.710100,263.5451,23.5448,138.5141,-43.7524,-2,0.259,A1
766647,0,0,2008cf,36.48,0.12,14039,13799,J140732.4-263306,211.885700,-25.448200,323.3481,33.2852,147.1958,8.4501,,0.290,CSP
771919,771919,210406,SN2003hv,31.46,0.33,1532,1678,J030408.0-260411,46.038800,-26.085400,218.5425,-60.4041,275.3421,-35.5056,-2.6,0.067,snapshot
836926,134336,200383,2008go,37.09,0.12,18380,18680,J221044.0-204726,332.686800,-19.211900,33.8639,-52.8996,260.6680,29.6809,,0.160,CSP
838161,0,0,2016ick,36.80,0.14,15358,0,J000703.0-204150,1.763100,-20.696800,62.9511,-77.9981,273.2154,5.2447,,0.089,Foundation
844146,0,0,2016blc,33.86,0.15,4263,0,J104848.4-201547,162.202600,-20.262300,267.6559,34.0758,130.5291,-34.4947,,0.165,Foundation
845724,9626,201057,LSQ13cpk,35.55,0.25,9695,9904,J023104.1-200847,37.765800,-20.147100,201.2515,-66.1874,281.5544,-27.4533,,0.103,snapshot
872727,0,0,2016hpw,34.76,0.19,6080,0,J210907.5-180608,317.282800,-18.104000,30.6290,-38.3067,252.0765,42.7377,,0.304,Foundation
877124,0,0,2016idy,36.30,0.14,13020,0,J013414.9-174838,23.562100,-17.810300,171.8104,-76.4257,281.4984,-13.8239,,0.089,Foundation
897199,8244,201529,2016htn,36.84,0.14,15814,15925,J021128.2-163041,32.871100,-16.510300,187.2350,-68.6510,284.6905,-22.2817,,0.117,Foundation
908217,0,0,PS15brr,36.61,0.14,15142,0,J235326.2-153921,358.356400,-15.654500,70.4185,-72.3116,276.9370,9.9628,,0.139,Foundation
916830,0,0,2017lm,35.57,0.15,9045,0,J030132.4-150103,45.385000,-15.015900,197.7698,-57.4496,288.6749,-33.9017,,0.295,Foundation
930612,0,0,SN2016aqb,37.06,0.27,19223,0,J112157.9-135849,170.493200,-13.983700,272.3223,43.5102,124.6712,-25.7439,,0.163,snapshot
942083,0,0,2016aex,35.47,0.16,8988,8559,J154530.5-130906,236.376300,-13.152800,354.8990,31.6486,145.4742,34.9722,,0.694,Foundation
950898,0,0,ASASSN-15pr,35.93,0.16,9902,9921,J230639.7-123423,346.664600,-12.572900,58.4442,-61.4858,275.6616,21.6485,,0.148,Foundation
980346,0,0,SN2020erg,36.89,0.37,15529,15206,J091427.2-101552,138.613400,-10.262900,240.7168,25.4960,111.6656,-55.6407,-1,0.372,snapshot
987721,0,0,LSQ12btn,36.59,0.30,16519,16251,J092131.2-094133,140.377100,-9.691400,241.3809,27.2282,111.3859,-53.8163,,0.165,snapshot
999654,999482,204555,sn1995ac,36.37,0.15,14621,14962,J224534.1-084503,341.354000,-8.719700,58.6943,-55.0486,277.3136,27.9102,1,0.184,A1
1032948,0,0,ASASSN-15sf,35.28,0.14,7330,0,J001127.5-062549,2.865100,-6.427300,96.4741,-67.2254,287.2164,8.6498,,0.133,Foundation
1043269,0,0,SN2016aqa,36.55,0.24,16737,16366,J112352.8-053307,170.969800,-5.551800,266.7440,51.0628,115.7494,-23.4058,,0.179,snapshot
1044047,0,0,ASASSN-15pn,36.32,0.14,11857,11499,J040326.2-052931,60.859700,-5.492000,196.4733,-39.5258,305.2855,-46.7120,10,0.408,Foundation
1046966,0,0,2016cob,35.50,0.13,9219,8878,J133235.8-051622,203.149100,-5.272700,321.5314,56.1056,124.1301,7.5618,-1,0.135,Foundation
1114283,3342,200043,SN2006gt,36.46,0.16,13083,13425,J005618.1-013733,14.074100,-1.624600,125.7529,-64.4709,294.9721,-0.7493,,0.161,A1
1120609,0,0,2016hqf,36.90,0.15,15664,16325,J223323.4-012127,338.344500,-1.357000,64.9758,-48.0691,284.0184,33.4471,,0.309,Foundation
1148871,0,0,SN2018dem,37.17,0.29,17598,17919,J211158.8-001310,317.993900,-0.218100,50.5061,-30.9265,274.4348,52.6327,1,0.359,snapshot
1154145,0,0,2005ku,36.43,0.13,13245,13615,J225942.7-000049,344.927600,0.013700,73.6143,-51.8520,287.9605,27.6509,-1.4,0.233,CSP
1179990,0,0,SN2019gfb,34.83,0.28,7876,8222,J234725.9+005659,356.857800,0.949500,91.6141,-57.9762,292.6993,16.5131,-5,0.105,standard
1200075,0,0,LSQ12gxj,36.53,0.35,10583,0,J025257.0+013623,43.241700,1.606700,173.3329,-49.0005,306.8813,-27.7758,,0.289,snapshot
1209424,0,0,PTF12awi,36.58,0.24,14354,13647,J100313.5+015343,150.807100,1.895400,237.7056,42.4974,99.9859,-40.2834,5,0.092,snapshot
1258718,52055,100191,sn2006bw,35.44,0.18,9228,8983,J143358.1+034750,218.483900,3.810400,353.7938,56.1850,119.5642,24.8272,-5,0.162,A1
1273459,0,0,ASASSN-14kd,35.32,0.33,6886,0,J225324.7+044758,343.354000,4.799300,76.6870,-47.1966,292.7232,30.5369,,0.294,snapshot
1324967,0,0,ASASSN-15np,36.03,0.14,11731,11293,J150602.7+073342,226.511000,7.561500,7.6753,52.5993,117.7248,33.5021,1.3,0.133,Foundation
1354110,0,0,SN2016cck,36.27,0.24,10619,0,J173537.9+084839,263.907500,8.809000,32.3175,20.8226,133.7068,69.4328,,0.892,standard
1389223,0,0,2008bz,37.18,0.12,18386,18032,J123858.1+110750,189.740600,11.129500,291.9488,73.7358,104.6535,-0.7917,4.9,0.116,CSP
1392929,0,0,sn1996bl,35.85,0.18,10427,10792,J003618.1+112335,9.080200,11.397600,116.9924,-51.3039,306.2362,7.4959,,0.428,A1
1438811,0,0,SN2019cxx,34.95,0.22,7810,7430,J111748.6+134340,169.450900,13.728300,239.7752,64.3725,95.6294,-18.6993,5.9,0.088,standard
1443989,3375344,207173,SN2007ob,35.72,0.36,9803,10160,J231226.0+135450,348.108300,13.913700,89.5159,-42.4437,304.1136,28.0033,-1.5,0.294,snapshot
1445026,3090887,104237,SN2013dd,36.65,0.29,15739,15587,J153604.5+135703,234.021500,13.951900,22.4124,49.4841,111.6450,41.9977,-5,0.218,snapshot
1475131,0,0,2016afk,36.56,0.14,14168,13672,J102229.9+150547,155.624600,15.096600,224.4186,53.4058,87.9642,-30.2221,6.7,0.251,Foundation
1482494,0,0,PTF10wof,37.04,0.30,15403,15764,J233241.4+152131,353.172400,15.358800,96.3677,-43.4141,306.6971,23.4554,10,0.292,snapshot
1505620,55937,100981,2016cor,36.78,0.14,15265,14853,J154431.5+161814,236.130000,16.303600,26.9611,48.5871,108.8111,44.3266,3.6,0.134,Foundation
1506233,0,0,2007s1,35.26,0.17,7795,8333,J001500.1+162000,3.749300,16.335000,110.3798,-45.6486,309.8757,13.6869,,0.299,LOSS1
1514680,56962,100007,SN2016esh,36.41,0.24,13437,13362,J160414.4+164125,241.059800,16.690000,30.0841,44.3603,108.9204,49.0675,-5,0.154,snapshot
1634119,0,0,SN2016hhv,37.26,0.25,18209,0,J233547.8+204226,353.952000,20.708800,100.0476,-38.7797,312.5840,23.6299,,0.257,snapshot
1676859,0,0,sn2004as,35.92,0.17,9617,9418,J112538.8+224952,171.397300,22.818400,220.6756,70.1167,87.6639,-13.4275,7.6,0.066,A1
1684149,0,0,2008dh,36.10,0.22,10700,11032,J003510.5+231518,8.797200,23.254200,118.0918,-39.4637,317.8429,10.5663,,0.129,LOSS2
1692675,0,0,2017cii,35.85,0.14,9824,9964,J163320.0+234357,248.332500,23.731000,42.0909,40.1876,97.1841,55.8026,5.8,0.293,Foundation
1706561,0,0,2016hns,36.02,0.14,11179,11092,J213941.4+242418,324.922100,24.405100,76.6251,-20.7666,315.9393,50.5143,,0.315,Foundation
1735060,0,0,2017ln,35.25,0.14,8220,7597,J113833.7+252353,174.640700,25.396400,214.8672,73.5850,86.4416,-9.7076,3,0.119,Foundation
1796012,0,0,PTF10wnm,37.32,0.20,19334,0,J002203.7+270221,5.515600,27.039500,114.9053,-35.3743,321.0224,14.2380,,0.146,standard
1805299,35317,101822,2017me,36.03,0.13,10172,9800,J112755.2+272049,171.977200,27.345800,207.4440,71.4563,83.6582,-11.1165,3,0.078,Foundation
1818608,23673,109399,ASASSN-15uv,34.83,0.14,6479,6081,J082708.2+274838,126.783900,27.811600,195.6420,32.1388,53.7818,-41.0927,-2.4,0.144,Foundation
1841021,0,0,"MASTER OT J151647.17+283742.8",37.05,0.17,17004,16919,J151647.6+283706,229.196500,28.628600,44.2223,57.9654,92.1269,38.2965,1.7,0.121,Foundation
1857547,25435,111231,AT2020euz,35.66,0.41,7039,6789,J090347.9+290937,135.949100,29.159300,196.4654,40.2776,61.2631,-35.4125,6.1,0.130,snapshot
1893657,3455,200070,2017jl,33.83,0.15,4569,4896,J005731.5+301110,14.382900,30.185200,124.4945,-32.6672,325.8281,7.2979,,0.318,Foundation
1897311,47196,103530,SN2019amp,36.72,0.31,18365,18106,J132759.9+301631,202.001800,30.275100,56.5185,81.3909,88.5893,14.8169,-2.4,0.071,standard
2023866,2000644,200960,SN2016gmg,36.82,0.22,14522,14821,J212341.0+330707,320.924400,33.114600,80.5136,-12.1460,330.7583,52.2251,,0.591,standard
2078048,0,0,2008z,35.02,0.17,6595,6182,J094315.4+361709,145.813500,36.284400,187.8410,49.3501,62.8762,-24.5748,5,0.050,LOSS1
2140995,0,0,2016eja,35.56,0.16,9234,0,J222531.5+385901,336.382300,38.984300,94.2544,-15.6293,334.1740,38.6487,,0.530,Foundation
2169579,12429,200001,sn2006h,34.04,0.19,5300,4195,J032601.1+404140,51.444700,40.702000,152.0426,-13.2803,347.9386,-15.6827,,0.892,A1
2172338,2172338,109765,2002aw,35.00,0.17,7795,7910,J163729.3+405248,249.371100,40.880600,64.8158,42.0447,69.2501,51.0668,3,0.030,LOSS1
2179170,0,0,PS17tn,36.34,0.13,13811,13402,J094313.2+411858,145.805100,41.316300,180.1367,49.1535,59.0526,-20.9852,-5,0.073,Foundation
2187931,55354,105516,ASASSN-15mg,36.34,0.14,13338,12824,J153222.6+415059,233.095000,41.849900,67.7383,54.1273,74.6881,39.4355,3.3,0.140,Foundation
2737614,28630,101368,2017wb,35.61,0.13,9324,0,J110119.9+703955,165.331400,70.665200,135.1623,43.7549,43.4739,5.9572,,0.107,Foundation
2752572,0,0,SN2019bsr,36.73,0.30,18557,0,J164129.8+725639,250.374800,72.944600,105.3124,35.1787,37.1509,29.6444,,0.179,snapshot
2800872,47071,100021,2016blj,35.73,0.14,10556,10401,J133001.2-275830,202.503300,-27.973400,313.2289,34.1242,145.6559,0.1339,-2.8,0.230,Foundation
2816341,0,0,SN2013hk,34.24,0.33,4893,5072,J030211.2+155538,45.545200,15.927400,163.1900,-36.5239,322.6028,-24.4184,,0.564,snapshot
3081194,3081194,211281,ASASSN-15go,35.00,0.26,5774,5674,J061130.5-162909,92.877100,-16.484300,223.5338,-16.1009,290.6996,-79.5220,,0.691,snapshot
3081460,24106,105131,2007h,36.26,0.27,13191,12891,J083502.2-082013,128.758300,-8.337600,233.0546,18.5736,102.5892,-64.4830,,0.173,LOSS1
3082261,0,0,2017zd,35.29,0.14,8724,8836,J133242.2-214804,203.175400,-21.801200,315.4798,40.0633,139.9711,2.6228,,0.366,Foundation
3088658,47822,100051,SN2018jaz,34.98,0.30,7147,6944,J133920.1+344117,204.833700,34.688800,72.2492,77.2611,84.4077,17.8304,-5,0.043,snapshot
3090699,0,0,2017ns,35.33,0.16,8508,0,J024910.2+143604,42.293300,14.600700,160.9319,-39.4302,319.8482,-22.1356,,0.472,Foundation
3091462,0,0,SN2017cpu,36.59,0.24,16567,16310,J140752.7+093829,211.968900,9.642000,352.4266,64.8814,111.7022,19.9995,0.3,0.120,snapshot
3091482,0,0,PS16cqa,36.58,0.20,13599,13148,J153906.9+091746,234.779200,9.294600,16.7701,46.6513,117.9798,41.8594,2.1,0.171,Foundation
3092255,0,0,PS15cku,35.04,0.14,7066,0,J012422.4+033517,21.093900,3.587600,138.7028,-58.2717,301.9188,-6.0725,,0.114,Foundation
3093568,0,0,ASASSN-15il,34.84,0.17,6865,7000,J155708.1-124025,239.284000,-12.673300,357.5527,29.9003,146.7701,37.6487,,0.754,Foundation
3167828,0,0,2001ck,35.83,0.17,10493,10409,J143750.8+302853,219.458700,30.483900,47.4719,66.5047,89.9532,29.8153,,0.055,LOSS1
3168458,0,0,SN2002jg,34.63,0.29,4383,4719,J221928.6+292332,334.870000,29.384600,87.3612,-22.7889,322.0106,41.2546,,0.287,snapshot
3253302,0,0,SN2018how,36.42,0.29,15068,15379,J232612.8-254424,351.553000,-25.740100,32.2590,-70.8939,264.9931,12.1260,,0.094,snapshot
3274422,0,0,2017aaa,36.58,0.14,14360,14032,J134949.1-030449,207.454800,-3.080000,330.1864,56.6704,123.2548,12.3052,,0.223,Foundation
3374128,0,0,SN2007su,35.45,0.35,7992,8340,J221908.8+131040,334.787000,13.177900,75.5469,-35.3256,300.5059,40.6299,,0.360,snapshot
3440792,53430,102650,SN2019fzm,35.05,0.25,7141,6786,J145632.5-020630,224.137000,-2.106400,353.7938,48.0186,127.7498,28.4617,,0.283,standard
3492136,0,0,ASASSN-15jl,35.91,0.13,10550,10398,J152241.2+505836,230.671300,50.976500,83.2104,52.8404,64.4006,35.0588,10,0.069,Foundation
3519701,0,0,PS15cze,36.37,0.19,12226,11803,J034723.4+005232,56.847600,0.877200,186.7364,-39.2933,311.7440,-40.8029,0,0.934,Foundation
3522201,0,0,ASASSN-15py,36.25,0.18,13677,13411,J080519.6+225751,121.331300,22.963800,199.1503,25.9474,50.8416,-47.6751,5,0.218,Foundation
3555214,0,0,ASASSN-15lu,36.01,0.13,10918,10509,J132112.9+401557,200.303800,40.265700,99.6922,75.4900,78.1534,14.9977,-2.4,0.070,Foundation
3617935,5395,201598,SN2005hf,36.60,0.31,12621,12924,J012706.1+190659,21.774900,19.116800,134.4739,-42.9547,317.0117,-2.1925,,0.236,standard
3663002,0,0,sn1990y,35.97,0.27,11614,11702,J033722.6-330235,54.288600,-33.019400,232.6430,-53.8541,265.7988,-42.2735,-5,0.036,A1
3692012,0,0,SN2016E,36.68,0.18,15793,0,J050343.9+032443,75.933300,3.412500,196.7010,-22.0353,328.9081,-56.4862,,0.331,standard
3749746,28927,0,sn2007al,34.12,0.18,4107,3638,J095918.7-192823,149.880800,-19.483600,256.4509,27.4737,128.4094,-46.0443,,0.182,A1
3761635,0,0,2016ah,36.50,0.14,14852,14332,J105112.5+192148,162.802500,19.362500,222.2176,61.3924,87.3387,-22.1686,3.6,0.168,Foundation
3817166,0,0,2016czc,36.64,0.14,15412,15270,J135903.9+330818,209.768600,33.139000,59.3923,74.2159,86.5030,21.7378,0.8,0.063,Foundation
3824410,0,0,2016bew,36.77,0.16,16501,16017,J142017.0-221119,215.075400,-22.189100,328.6415,36.2086,144.2445,12.8136,,0.499,Foundation
3844474,0,0,SNF20080522-011,35.98,0.38,11491,23448,J151959.0+045439,229.995600,4.904600,7.5026,48.2389,121.9289,36.1712,3.6,0.185,snapshot
3850590,3850590,104451,SN2017cju,36.60,0.26,14921,14762,J153833.5+132043,234.642000,13.347900,21.9821,48.6769,112.5803,42.4993,-5,0.179,snapshot
3881122,0,0,ASASSN-15nq,35.54,0.13,8982,9102,J171718.8+332747,259.330100,33.462000,56.8270,33.2202,73.1447,61.7022,3.5,0.201,Foundation
3972757,0,0,SN2016eky,36.69,0.21,15002,15224,J225937.4+020909,344.914600,2.149800,75.8739,-50.2166,290.2958,28.3145,,0.396,standard
4014698,0,0,2007jg,36.16,0.13,10966,11113,J032950.8+000316,52.461800,0.056800,184.0126,-43.2584,308.7563,-36.9942,5.4,0.459,CSP
4019108,0,0,sn2006oa,37.02,0.16,17646,18752,J212343.0-005035,320.878700,-0.846600,51.7361,-33.7405,275.6200,49.7265,,0.176,A1
4093037,0,0,2017ms,35.22,0.14,7783,7340,J102642.0+364053,156.676500,36.680700,186.3901,58.0452,68.6362,-17.6814,7.1,0.043,Foundation
