# SGA_ID DESI_NAME RA Dec z_desi BA G_R G_R_err V_0p4R26  V_0p4R26_err R_MAG_SB26_CORR R_MAG_SB26_ERR_CORR
1244206 DESIXJ17105534+4134520 257.730580 41.581111 0.0341 0.7501 0.8303 0.0171 32 22 15.9749 0.0733
1245015 DESIXJ01404176+0335352 25.173995 3.593101 0.0516 0.7921 0.5594 0.0151 143 3 16.1315 0.0667
1248607 DESIXJ00154019-0248113 3.917476 -2.803137 0.0182 0.4536 0.3217 0.0241 59 1 15.8590 0.1502
1249712 DESIXJ16230312+3755206 245.763011 37.922377 0.0309 0.5420 0.9036 0.0058 215 34 11.7785 0.1267
1252369 DESIXJ13174124-0720332 199.421813 -7.342548 0.1108 0.6357 0.7518 0.0264 38 3 16.7079 0.1027
1254007 DESIXJ01415860-0415171 25.494167 -4.254753 0.0181 0.6029 0.4631 0.0174 49 3 15.3348 0.1138
1255933 DESIXJ10503039+1938412 162.626645 19.644786 0.0042 0.4832 0.4323 0.0030 20 4 14.3793 0.1411
1257789 DESIXJ07471241+3044217 116.801716 30.739373 0.0592 0.8903 0.5055 0.0097 98 9 17.2610 0.0334
1258062 DESIXJ16033957+1225055 240.914861 12.418189 0.0470 0.8696 0.4283 0.0116 118 3 16.8816 0.0409
1258995 DESIXJ08515266+5228330 132.969417 52.475821 0.0648 0.6455 0.5423 0.0148 66 2 15.4373 0.0994
1260157 DESIXJ00411778+1551290 10.324072 15.858055 0.0800 0.3337 0.9711 0.0443 163 12 15.9953 0.1904
1262171 DESIXJ16274696+3856350 246.945683 38.943049 0.0323 0.7670 0.3956 0.0200 112 2 15.7219 0.0696
1262424 DESIXJ10090283+4845310 152.261796 48.758619 0.0890 0.4336 0.4233 0.0586 145 19 16.4149 0.1620
1263021 DESIXJ10285726+1009258 157.238589 10.157163 0.0655 0.5926 0.7273 0.0228 150 3 15.7589 0.1148
1263435 DESIXJ22502330+0052392 342.597098 0.877550 0.0248 0.5915 0.5177 0.0109 33 3 16.1118 0.1138
1265232 DESIXJ16342761+3957381 248.615040 39.960581 0.0330 0.4990 0.3671 0.0109 116 1 16.1359 0.1436
1266965 DESIXJ09253867+1833155 141.411122 18.554313 0.1205 0.5016 0.6406 0.0459 225 3 16.2933 0.1407
1268337 DESIXJ10242436+2850534 156.101509 28.848162 0.0490 0.8721 0.4339 0.0218 87 5 16.2575 0.0616
1271200 DESIXJ22422668+0111430 340.611184 1.195291 0.0474 0.7631 0.6784 0.0256 276 17 15.0090 0.0689
1272000 DESIXJ09054439+0555322 136.434947 5.925606 0.1268 0.4307 0.8929 0.0172 236 7 16.6463 0.1565
1277028 DESIXJ12501381+0734447 192.557551 7.579075 0.0383 0.7815 0.5428 0.0221 33 6 14.0263 0.0638
1277379 DESIXJ12371718+1416475 189.321563 14.279873 0.0463 0.6305 0.3063 0.0385 182 1 15.7831 0.1085
1277664 DESIXJ15162089+0849368 229.087022 8.826882 0.0333 0.2586 0.9078 0.0358 182 2 15.3169 0.2044
1279645 DESIXJ08512589+1335489 132.857864 13.596926 0.1354 0.7076 0.6888 0.0265 143 3 16.7143 0.0849
1280870 DESIXJ15322375+1038465 233.098960 10.646245 0.0779 0.7637 0.4767 0.0224 199 0 16.3230 0.0693
1281125 DESIXJ00434005-1035050 10.916864 -10.584715 0.0518 0.5256 0.3029 0.0201 118 0 15.5557 0.1302
1283051 DESIXJ12265505+1848081 186.729392 18.802249 0.1189 0.3357 0.7084 0.0495 180 6 16.6090 0.1873
1285436 DESIXJ13535169+3248019 208.465369 32.800532 0.0355 0.8008 0.4745 0.0167 115 0 15.2900 0.0619
1285693 DESIXJ11005803+5847024 165.241778 58.783996 0.0454 0.7603 0.4447 0.0153 105 1 16.6126 0.0720
1287370 DESIXJ00181047-0004284 4.543607 -0.074569 0.0393 0.4654 0.4161 0.0389 43 3 17.4030 0.1537
1288364 DESIXJ12171456+0856325 184.310669 8.942353 0.0050 0.6167 0.5749 0.0034 102 34 13.8844 0.1069
1288812 DESIXJ02042483-0248414 31.103457 -2.811512 0.0749 0.4836 0.8916 0.0214 228 6 15.7335 0.1573
1288890 DESIXJ10170169+1655536 154.257057 16.931564 0.0279 0.7500 0.6219 0.0038 104 4 16.1924 0.0683
1289045 DESIXJ09560865+5813517 149.036043 58.231027 0.0298 0.9600 0.3065 0.0095 38 1 16.0939 0.0318
1289065 DESIXJ10383621+0645213 159.650893 6.755929 0.0675 0.8944 0.6214 0.0184 251 0 16.0932 0.0458
1290087 DESIXJ22585323+1321316 344.721782 13.358778 0.0240 0.8287 0.7893 0.0182 186 0 14.6966 0.0486
1290388 DESIXJ10240294+2506210 156.012236 25.105835 0.0212 0.5101 0.7236 0.0201 216 20 16.0096 0.1346
1291271 DESIXJ16432685+3931449 250.861874 39.529139 0.0208 0.6445 0.3242 0.0153 26 8 17.4700 0.1003
1294442 DESIXJ01351866+0044250 23.827767 0.740284 0.0862 0.8507 0.4460 0.0220 150 1 16.3082 0.0499
1294834 DESIXJ10583269+4846518 164.636189 48.781047 0.0023 0.4235 0.2588 0.0144 16 8 16.0275 0.1601
1295741 DESIXJ15432005+4359497 235.833546 43.997126 0.0582 0.5502 0.7533 0.0123 163 11 16.2669 0.1259

1296851 DESIXJ12341482+1104174 188.561757 11.071497 0.0047 0.8991 0.7414 0.0040 71 26 13.7572 0.0382
1297431 DESIXJ16561707+1733190 254.071116 17.555275 0.0529 0.8784 0.4164 0.0103 41 4 17.1829 0.0367
1298971 DESIXJ04350620-0025475 68.775848 -0.429853 0.0459 0.6705 0.3748 0.0165 89 1 16.7888 0.0942
1303336 DESIXJ17364864+1317389 264.202678 13.294128 0.0211 0.3306 0.8464 0.0217 170 18 14.0865 0.1886
1304568 DESIXJ03380985-0305163 54.541055 -3.087860 0.0370 0.3076 0.9558 0.0137 203 18 14.3332 0.1899
1304805 DESIXJ08094561+2552500 122.440039 25.880548 0.0251 0.8158 0.4101 0.0206 40 2 15.2679 0.0574
1306004 DESIXJ16401498+1528347 250.062423 15.476303 0.0879 0.6411 0.6924 0.0217 223 6 16.4353 0.0998
1307146 DESIXJ00360739+3000545 9.030790 30.015148 0.0252 0.1672 0.6200 0.0316 110 5 14.5965 0.2306
1309001 DESIXJ21170561+1107124 319.273369 11.120110 0.0697 0.7567 0.6509 0.0196 172 8 15.2760 0.0688
1313240 DESIXJ04145877-1327467 63.744888 -13.462981 0.0290 0.9083 0.7957 0.0064 105 22 15.9584 0.0363
1315501 DESIXJ02031694-0128340 30.820569 -1.476121 0.0208 0.3407 0.3886 0.0386 79 3 16.3260 0.1847
1316888 DESIXJ01415265-0452350 25.469360 -4.876389 0.0371 0.3662 0.9334 0.0258 287 14 13.0644 0.1751
1317577 DESIXJ15154834+2001210 228.951409 20.022511 0.0364 0.5810 0.6288 0.0368 163 10 14.3230 0.1178
1317598 DESIXJ00174706-0309480 4.446093 -3.163321 0.0184 0.4536 0.3204 0.0461 21 2 16.1493 0.1558
1322662 DESIXJ00461406-0802406 11.558577 -8.044619 0.0486 0.7753 0.5450 0.0084 168 2 15.4784 0.0685
1322746 DESIXJ15492282+4856201 237.345087 48.938908 0.0346 0.9550 0.4999 0.0075 118 2 16.0720 0.0365
1326851 DESIXJ22412694-0426407 340.362232 -4.444634 0.0030 0.5419 0.7124 0.0028 74 5 11.8825 0.1258
1330202 DESIXJ13484113+2814240 207.171354 28.239991 0.0563 0.6073 0.4654 0.0218 124 3 15.4902 0.1130
1331983 DESIXJ23153825-0430167 348.909365 -4.504634 0.0172 0.5834 0.3840 0.0108 26 11 16.4994 0.1140
1332837 DESIXJ00291504+0251506 7.312672 2.864048 0.0141 0.3784 0.8235 0.0124 331 18 10.9701 0.1745
1334765 DESIXJ02262309+2430420 36.596211 24.511678 0.0321 0.8285 0.5874 0.0247 69 0 15.8091 0.0505
1335034 DESIXJ14374980+5854380 219.457514 58.910556 0.0316 0.6180 0.5598 0.0133 18 3 16.6234 0.1075
1335995 DESIXJ00504214+0913051 12.675567 9.218075 0.0813 0.3784 0.9399 0.0386 299 6 15.2704 0.1720
1339961 DESIXJ11162281+0435355 169.095024 4.593197 0.0816 0.7568 0.5645 0.0184 82 3 16.5806 0.0715
1341836 DESIXJ18400047+6556100 280.001938 65.936110 0.0369 0.4771 0.4727 0.0389 114 3 16.2643 0.1475
1342419 DESIXJ01394933-0233304 24.955532 -2.558446 0.0333 0.6705 0.3871 0.0176 14 0 16.1946 0.0948
1343903 DESIXJ06593813+5411475 104.908894 54.196537 0.0437 0.7399 0.6058 0.0736 374 3 13.2188 0.0801

1345274 DESIXJ18194910+5224375 274.954591 52.410412 0.0522 0.7817 0.5270 0.0272 258 2 15.7183 0.0690
1351554 DESIXJ08041936+3742336 121.080686 37.709324 0.0188 0.7274 0.4602 0.0117 56 4 16.6833 0.0775
1355613 DESIXJ01035831-0836321 15.992971 -8.608916 0.0382 0.4234 0.3785 0.0462 67 2 15.9583 0.1607
1356066 DESIXJ09290486+3420437 142.270270 34.345481 0.0229 0.7938 0.3650 0.0078 59 4 16.7696 0.0600
1359641 DESIXJ12582233+6155465 194.593021 61.929580 0.0532 0.4593 0.7143 0.0349 181 8 15.2783 0.1534
1361624 DESIXJ12171609+5057160 184.317061 50.954447 0.0296 0.8600 0.3234 0.0152 91 2 16.3165 0.0498
1362298 DESIXJ15292471+2559483 232.352953 25.996737 0.0068 0.5536 0.2381 0.0273 11 3 15.8565 0.1327
1362811 DESIXJ15021199+1220130 225.549953 12.336943 0.1102 0.3783 0.8557 0.0980 245 25 17.0830 0.1857
1362941 DESIXJ13291859+0637127 202.327445 6.620208 0.1170 0.5808 0.4496 0.0238 193 2 16.9490 0.1179
1364227 DESIXJ08230722+4705327 125.780073 47.092426 0.0140 0.9666 0.3970 0.0074 48 0 15.8047 0.0225

1367232 DESIXJ17031058+6534181 255.794083 65.571707 0.0263 0.5608 0.4014 0.0255 77 1 16.1018 0.1251
1368596 DESIXJ09421284+6828513 145.553510 68.480910 0.0532 0.5300 0.3215 0.0404 74 3 16.8364 0.1337
1368709 DESIXJ14453004+5047009 221.375172 50.783594 0.0613 0.9250 0.4291 0.0181 53 1 16.0216 0.0320
1370065 DESIXJ15124076+2538015 228.169835 25.633761 0.0046 0.6926 0.3305 0.0127 32 3 15.8176 0.0900
1370315 DESIXJ13034323+6651107 195.930121 66.852986 0.0790 0.7339 0.8860 0.0127 230 14 15.7767 0.0789
1370645 DESIXJ13094186+1619548 197.424406 16.331903 0.0813 0.5297 0.5915 0.0464 110 21 16.4220 0.1327
1372580 DESIXJ10051042+1447153 151.293404 14.787581 0.0845 0.9189 0.6233 0.0116 388 2 15.6810 0.0239
1372884 DESIXJ10243221+0632307 156.134229 6.541867 0.0417 0.4906 0.2096 0.0504 52 6 16.5995 0.1456
1373187 DESIXJ14573835+0923266 224.409782 9.390729 0.0308 0.5647 0.4643 0.0159 43 4 16.0676 0.1222
1375002 DESIXJ07490904+4326054 117.287653 43.434825 0.0426 0.6216 0.5748 0.0219 50 5 17.2981 0.1076
1375726 DESIXJ10070532+1828186 151.772186 18.471823 0.1084 0.9316 0.8396 0.0316 276 12 16.4038 0.0385
1378847 DESIXJ16323816+4127306 248.159005 41.458499 0.0324 0.4289 0.3510 0.0265 91 1 16.2922 0.1590
1379060 DESIXJ10541971+6113142 163.582122 61.220618 0.0337 0.7317 0.3270 0.0139 99 4 16.5039 0.0766
1379118 DESIXJ10401252+3350046 160.052170 33.834616 0.0843 0.5518 0.6588 0.0288 193 2 16.6555 0.1269
1379324 DESIXJ07472190+4655067 116.841244 46.918539 0.0891 0.4169 0.9765 0.0379 179 3 16.8700 0.1635
1382192 DESIXJ11353169+5348092 173.882049 53.802557 0.0712 0.6970 0.5040 0.0280 440 18 15.5975 0.0933
1382234 DESIXJ17254875+6157468 261.453127 61.962988 0.0854 0.8639 0.7409 0.0119 317 3 15.5283 0.0461
1382677 DESIXJ10332062+2358136 158.335913 23.970457 0.0834 0.7133 0.5302 0.0491 25 4 16.0110 0.0854
1383913 DESIXJ11443062+1609482 176.127592 16.163379 0.0110 0.6675 0.7088 0.0126 881 18 15.1799 0.0946
1384848 DESIXJ11151512+5832251 168.812993 58.540292 0.0500 0.8716 0.6029 0.0097 112 7 14.5556 0.0411
1385147 DESIXJ16410976+4210072 250.290652 42.168662 0.0279 0.7321 0.3914 0.0065 23 4 16.6506 0.0819
1385518 DESIXJ10404077+0521577 160.169893 5.366017 0.0335 0.8337 0.4902 0.0133 67 4 16.9909 0.0570
1386348 DESIXJ12511790+1109476 192.824592 11.163216 0.0247 0.8373 0.7789 0.0145 110 13 15.3040 0.0481
1386522 DESIXJ10372402+4034146 159.350087 40.570715 0.0392 0.4117 0.3409 0.0194 65 2 15.8948 0.1686
1390104 DESIXJ06442041+5630364 101.085048 56.510109 0.1250 0.8495 0.6695 0.0083 260 2 15.8786 0.0541
1390846 DESIXJ02290889+2518085 37.287036 25.302355 0.0388 0.8931 0.4385 0.0172 21 0 15.4405 0.0372
1392075 DESIXJ10272021-0240334 156.834191 -2.675933 0.0190 0.2989 0.6103 0.0215 89 32 14.7554 0.1944
1392165 DESIXJ02154268-1223490 33.927828 -12.396934 0.0591 0.3732 0.2786 0.0201 73 0 16.8796 0.1716
1392250 DESIXJ01432632-0608479 25.859663 -6.146650 0.0641 0.3040 0.3723 0.0427 126 0 16.5832 0.2031
1393185 DESIXJ23242346-0006273 351.097752 -0.107573 0.0090 0.5488 0.4111 0.0085 24 1 14.8422 0.1291
1397619 DESIXJ02304086-1220237 37.670261 -12.339913 0.0339 0.6489 0.4370 0.0116 100 2 15.5152 0.1133
1397868 DESIXJ14390165+5111242 219.756878 51.190060 0.0663 0.6318 0.5595 0.0155 108 2 16.0085 0.1044
1401443 DESIXJ22434087+2655396 340.920286 26.927679 0.1245 0.5807 0.5835 0.0455 169 5 16.9136 0.1229
1404716 DESIXJ22204148-0638305 335.172843 -6.641817 0.0093 0.3970 0.5050 0.0436 41 6 16.6111 0.1682
1404901 DESIXJ22263907+0552543 336.662782 5.881761 0.0479 0.8824 0.7369 0.0070 200 2 14.8847 0.0394
1405464 DESIXJ23450637+0115522 356.276548 1.264505 0.0378 0.9622 0.4616 0.0071 184 1 15.9762 0.0117
1405688 DESIXJ00054669-0628371 1.444558 -6.476967 0.1029 0.7740 0.6055 0.0350 82 9 15.7842 0.0671
1409540 DESIXJ02465587-1508574 41.732803 -15.149274 0.0278 0.7290 0.4783 0.0107 17 7 16.4775 0.0799
1409674 DESIXJ01191672+0216130 19.819656 2.270266 0.0452 0.7812 0.3684 0.0155 52 0 16.3598 0.0628
1411987 DESIXJ14540187+1004509 223.507807 10.080814 0.0293 0.3796 0.2747 0.0189 32 4 15.2094 0.1716
1416687 DESIXJ11061269+6105229 166.552859 61.089698 0.0449 0.3702 0.4045 0.0235 69 2 15.9848 0.1761
1417457 DESIXJ07361668+4037540 114.069511 40.631674 0.0882 0.4333 0.5855 0.0411 104 0 17.2166 0.1606
1419240 DESIXJ00425857+3041297 10.744023 30.691572 0.0628 0.3425 0.2897 0.0379 144 0 17.0051 0.1818
1419248 DESIXJ02172429+1225427 34.351224 12.428533 0.0509 0.4276 0.7158 0.0393 136 3 15.5896 0.1588
1420997 DESIXJ00170514+0443447 4.271434 4.729074 0.0439 0.4377 0.3014 0.0514 25 1 15.9840 0.1582
1422412 DESIXJ07444244+4221276 116.176831 42.357676 0.0390 0.7382 0.6036 0.0143 148 0 14.7034 0.0759
1423679 DESIXJ17224348+6210249 260.681187 62.173587 0.0267 0.2164 0.4536 0.0146 80 7 13.9888 0.2164
1425254 DESIXJ00421081+0406470 10.545038 4.113068 0.0382 0.3742 0.4981 0.0472 75 1 15.3119 0.1757
1426132 DESIXJ21353128-1017508 323.880343 -10.297439 0.0846 0.5075 0.7241 0.0339 115 10 16.6845 0.1466
1427574 DESIXJ08563974+5602445 134.165572 56.045702 0.0666 0.6210 0.8917 0.1264 147 1 14.3343 0.1330
1427805 DESIXJ01475679+0216360 26.986624 2.276663 0.0177 0.5483 0.1869 0.0485 36 1 17.2224 0.1292
1428450 DESIXJ01211431-0204187 20.309640 -2.071855 0.0190 0.8230 0.7940 0.0087 154 28 15.8643 0.0487
1432292 DESIXJ14022115+0753236 210.588142 7.889881 0.0183 0.2857 0.3615 0.0317 21 1 15.6162 0.1987
1433561 DESIXJ02083049-0324533 32.127039 -3.414799 0.0584 0.5565 0.4911 0.0424 148 7 15.7507 0.1251
1434277 DESIXJ22264177-0304374 336.674028 -3.077055 0.0163 0.5213 0.4245 0.0173 17 5 17.0562 0.1319
1435337 DESIXJ12364147+7300464 189.172777 73.012882 0.0313 0.7630 0.3694 0.0114 55 5 15.9192 0.0710
4004484 DESIXJ13313195+4647428 202.883135 46.795224 0.0611 0.9640 0.4295 0.0103 43 1 16.4055 0.0296
5000895 DESIXJ10182643-0650477 154.610144 -6.846583 0.0762 0.9186 0.3682 0.0363 212 1 16.2809 0.0443
5000935 DESIXJ22495078-0547157 342.461604 -5.787701 0.1201 0.2466 0.9511 0.0584 322 17 16.6015 0.2118
5000961 DESIXJ22004463-0459328 330.185954 -4.992438 0.3241 0.4692 1.6302 0.0361 159 37 18.3162 0.1485
5000980 DESIXJ00383972-0419598 9.665482 -4.333269 0.0557 0.4604 0.3808 0.0696 47 2 16.7592 0.1558
5001175 DESIXJ22535772+0131402 343.490495 1.527828 0.0664 0.4490 0.3724 0.0591 18 17 17.2970 0.1576
5001454 DESIXJ01251035+0912366 21.293137 9.210157 0.0481 0.6903 0.8529 0.0223 45 23 17.3671 0.0917
5001564 DESIXJ09492121+1202375 147.338388 12.043741 0.1066 0.4622 0.7848 0.0232 51 7 17.0751 0.1481
5001702 DESIXJ09193703+1523426 139.904289 15.395161 0.0921 0.8806 0.5244 0.0094 151 2 17.2638 0.0421
5001796 DESIXJ11101389+1810563 167.557891 18.182296 0.1065 0.8371 0.3904 0.0206 123 6 17.7907 0.0521
5001871 DESIXJ15154389+2019361 228.932863 20.326699 0.0605 0.4594 0.4471 0.0532 54 17 16.6136 0.1544
5001985 DESIXJ10551968+2331519 163.831986 23.531072 0.0622 0.5631 0.3251 0.0324 63 2 18.3605 0.1216
5002355 DESIXJ08432957+3521574 130.873225 35.365951 0.0486 0.5450 0.2792 0.0283 28 4 18.4422 0.1276
5002395 DESIXJ13480725+3655442 207.030213 36.928954 0.0969 0.4452 0.4785 0.0347 102 2 17.8425 0.1564
5002764 DESIXJ09531930+5225295 148.330411 52.424858 0.0341 0.5109 0.1969 0.0394 22 4 18.3149 0.1378
5002768 DESIXJ07223207+5244593 110.633643 52.749818 0.2122 0.4532 1.0261 0.0615 71 2 17.4550 0.1596
5002867 DESIXJ17290135+5656232 262.255625 56.939775 0.0631 0.5961 0.3679 0.0290 76 4 17.4622 0.1167
